Ref,Qty,Value,Value2,Note,Description,Datasheet,Manufacturer,ManuPartNum,Distributor1,DistributorPartNum1,DistributorPartLink1,Distributor2,DistributorPartNum2,DistributorPartLink2,Distributor3,DistributorPartNum3,DistributorPartLink3
"Q3 Q4 Q5 Q6 Q9 Q10 Q11 Q12","8","J109","","","N-JFET transistor, drain/source/gate","https://www.mouser.ca/datasheet/2/308/1/J109_D-2314410.pdf","onsemi / Fairchild","J109-D26Z","Mouser","512-J109_D26Z","https://www.mouser.ca/ProductDetail/512-J109_D26Z","","","","","",""
"R1 R2 R3 R4 R11 R12 R13 R14 R17 R18 R19 R20 R23 R24 R25 R26 R33 R34 R35 R36 R39 R40 R41 R42","24","10K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-10K","Mouser","603-MFR-12FTF52-10K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-10K?qs=sGAEpiMZZMsPqMdJzcrNwiweiCzxKzWL%2Fd0Jf4ZDQjA%3D","","","","","",""
"R5 R6 R27 R28","4","1K","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-1K","Mouser","603-MFR-12FTF52-1K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-1K?qs=sGAEpiMZZMsPqMdJzcrNwiweiCzxKzWLdWnxGD01wS0%3D","","","","","",""
"R7 R8 R29 R30","4","330R","5%, 1/4 W","as req'd","Resistor","https://www.mouser.ca/datasheet/2/427/ccf07-1762725.pdf","YAGEO","MFR-12FTF52-330R","Mouser","603-MFR-12FTF52-330R","https://www.mouser.ca/ProductDetail/603-MFR-12FTF52-330R","","","","","",""
"R9 R10 R31 R32","4","100k","1%, 1/6 W","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-100K","Mouser","603-MFR-12FTF52-100K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-100K?qs=sGAEpiMZZMsPqMdJzcrNwiweiCzxKzWL3GVOiMccmLA%3D","","","","","",""
"R15 R16 R37 R38","4","240K","1%, 1/6 W","as req'd","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-240K","Mouser","603-MFR-12FTF52-240K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-240K?qs=oAGoVhmvjhw1AcZeqwH5DQ%3D%3D","","","","","",""
"R21 R22 R43 R44","4","1K","5%, 1/4 W","Output limiting","Resistor","https://www.mouser.ca/datasheet/2/427/ccf07-1762725.pdf","Vishay / Dale","CCF071K00JKE36","Mouser","71-CCF071K00JKE36","https://www.mouser.ca/ProductDetail/Vishay-Dale/CCF071K00JKE36?qs=sGAEpiMZZMsPqMdJzcrNwqw41JD0NFylHV1MADcQnpo%3D","","","","","",""
"SW1 SW2 SW3 SW4","4","D6RLxxF1","","","Push button switch with single LED, C&K D6R series","https://www.mouser.ca/datasheet/2/60/d6-1382571.pdf","C&K","D6RLBUF1 LFS","Mouser","611-D6RLBUF1LFS","https://www.mouser.co.uk/ProductDetail/CK/D6RLBUF1-LFS?qs=zW32dvEIR3uFcmnP%2FjXwsQ%3D%3D","","","","","",""
"U1 U3","2","TL074","","","Quad Low-Noise JFET-Input Operational Amplifiers, DIP-14/SOIC-14","http://www.ti.com/lit/ds/symlink/tl071.pdf","Texas Instruments","TL074BCN","Mouser","595-TL074BCN","https://www.mouser.ca/ProductDetail/?qs=vxEfx8VrU7BHurOY5iQdiA%3D%3D","","","","","",""
"U2 U4","2","SN74HCS74","","","CMOS Dual D Flip-flop, Set & Reset, Positive-edge Triggered, Schmitt-trigger Input","https://www.ti.com/lit/ds/symlink/sn74hcs74.pdf","Texas Instruments","SN74HCS74DR","Mouser","595-SN74HCS74DR","https://www.mouser.ca/ProductDetail/Texas-Instruments/SN74HCS74DR?qs=TiOZkKH1s2QvGxo75w4r5Q%3D%3D","","","","","",""
