Ref,Qty,Name,Value,Value2,Note,Description,Datasheet,Manufacturer,ManuPartNum,Distributor1,DistributorPartNum1,DistributorPartLink1,Distributor2,DistributorPartNum2,DistributorPartLink2,Distributor3,DistributorPartNum3,DistributorPartLink3
"R13 R14 R15","3","R","30K","","","Resistor","https://www.mouser.ca/datasheet/2/447/Yageo_LR_MFR_1-1714151.pdf","YAGEO","MFR-12FTF52-30K","Mouser","603-MFR-12FTF52-30K","https://www.mouser.ca/ProductDetail/YAGEO/MFR-12FTF52-30K?qs=oAGoVhmvjhx41C7LP55%2FiQ%3D%3D"
"R16 R17 R18 R20","4","R_1K_Output","1K","5%, 1/4 W","Output limiting","Resistor","https://www.mouser.ca/datasheet/2/427/ccf07-1762725.pdf","Vishay / Dale","CCF071K00JKE36","Mouser","71-CCF071K00JKE36","https://www.mouser.ca/ProductDetail/Vishay-Dale/CCF071K00JKE36?qs=sGAEpiMZZMsPqMdJzcrNwqw41JD0NFylHV1MADcQnpo%3D"
"RV5","1","R_POT_Panel_PCB_Alpha","100K","LIN","","Potentiometer","https://www.mouser.ca/datasheet/2/13/alpha_taiwan_08192019_RD901F-40-15R1-B(resistance_-1627810.pdf","Alpha","RD901F-*","Mouser","311-1940F-*","https://www.mouser.ca/c/passive-components/potentiometers-trimmers-rheostats/potentiometers/?m=Alpha+(Taiwan)&series=RD901F"
"RV7","1","R_POT_TRIM_Panel_SongHuei","100K","LIN","","Potentiometer","http://www.song-huei.com/proimages//eng/pdfimages/R0904N.pdf","Song Huei","R0904N*","SynthCube","SH9MMTPOTMSTR","https://synthcube.com/cart/9mm-trimmer-pots"
"SW6","1","SW_SPDT_ON_OFF_ON","ON_OFF_ON","","","Switch, single pole double throw, center OFF position, toggle, submini","https://www.mouser.ca/datasheet/2/221/MS-100542-1173960.pdf","Mountain Switch","10TC412","Mouser","10TC412","https://www.mouser.ca/ProductDetail/Mountain-Switch/10TC412?qs=ITV4B%252BNEbTr7VI8tqT4%252BiQ%3D%3D","Thonk","","https://www.thonk.co.uk/shop/sub-mini-toggle-switches/","SynthCube","","https://synthcube.com/cart/toggle-switch-submini-pc-pin"
"SW8","1","SW_SPST","SPST","","","Single Pole Single Throw (SPST) sub-mini toggle switch","https://www.mouser.ca/datasheet/2/221/MS-100542-1173960.pdf","Mountain Switch","10TC405","Mouser","10TC405","https://www.mouser.ca/ProductDetail/Mountain-Switch/10TC405?qs=iZD9pWtnGRc4L7BaVXXEAQ%3D%3D"
"U1","1","L78L05_TO92","L78L05_TO92","","","Positive 100mA 30V Linear Regulator, Fixed Output 5V, TO-92","http://www.st.com/content/ccc/resource/technical/document/datasheet/15/55/e5/aa/23/5b/43/fd/CD00000446.pdf/files/CD00000446.pdf/jcr:content/translations/en.CD00000446.pdf","STMicroelectronics ","L78L05ACZ-AP","Mouser","511-L78L05ACZ-AP","https://www.mouser.ca/ProductDetail/STMicroelectronics/L78L05ACZ-AP?qs=sGAEpiMZZMuLLNXTG1MZanrpqIdcnbmrowz4nhu1BnI%3D"
"U2","1","ATmega328P-PU","ATmega328P-PU","16 MHz","programmed with Arduino bootloader","20MHz, 32kB Flash, 2kB SRAM, 1kB EEPROM, DIP-28","https://www.microchip.com/en-us/product/ATmega328P","Microchip","ATMEGA328P-PU","Mouser","556-ATMEGA328P-PU","https://www.mouser.ca/ProductDetail/?qs=K8BHR703ZXguOQv3sKbWcg%3D%3D","Adafruit","123","https://www.adafruit.com/product/123"
"U3","1","MCP4822","MCP4822","","","2-Channel 12-Bit D/A Converters with SPI Interface and Internal Reference (2.048V)","https://www.mouser.ca/datasheet/2/268/21953a-8929.pdf","Microchip","MCP4822-E/P","Mouser","579-MCP4822-E/P","https://www.mouser.ca/ProductDetail/Microchip-Technology/MCP4822-E-P?qs=usxtMOJb1RzHfzfJDNfOOg%3D%3D"
"U4","1","MCP4821","MCP4821","","","12-Bit D/A Converters with SPI Interface, internal Reference (2.048V)","http://ww1.microchip.com/downloads/en/DeviceDoc/22244B.pdf","Microchip","MCP4821-E/P","Mouser","579-MCP4821-E/P","https://www.mouser.ca/ProductDetail/Microchip-Technology/MCP4821-E-P?qs=usxtMOJb1RzzS7usFBeRHg%3D%3D"
"U5","1","TL074","TL074","","","Quad Low-Noise JFET-Input Operational Amplifiers, DIP-14/SOIC-14","http://www.ti.com/lit/ds/symlink/tl071.pdf","Texas Instruments","TL074BCN","Mouser","595-TL074BCN","https://www.mouser.ca/ProductDetail/?qs=vxEfx8VrU7BHurOY5iQdiA%3D%3D"
"Y1","1","Resonator_16MHz","16MHz","","","Three pin ceramic resonator, small symbol","https://www.mouser.ca/datasheet/2/281/p17e-1539077.pdf","Murata","CSTLS16M0X53Z-A0","Mouser"," 81-CSTLS16M0X53Z-A0","https://www.mouser.ca/ProductDetail/?qs=x6vGwhDZZUZCi2wdIsDbVA%3D%3D"
